ID_HISTORICO,ID_POZO,ID_TIPO,NOMBRE_POZO,TIPO_POZO,COTA,Fech-Ini,H,M,Med-Ini,Fech-Fin,H,M,Med-Fin,Hor-Ini dec,Hor-Fin dec,Dif-Tpo,Dif-Vol,Tpo,Q,%Q,Vol Prom dia ,Temp,C.E.,Sal.,TDS,NIVEL,ND (mar),NE,NR,ND
1342,2,1,P4,ACUEDUCTO,20.70,23/04/24,8,15,607138.968,30/04/24,8,15,607138.9680,8.25,8.25,7.000,0.000,26/Apr,0.000,0.00,0.00,,,,,17.40,3.30,x,,
1343,2,1,P4,ACUEDUCTO,20.70,30/04/24,8,15,607138.968,7/05/24,8,20,607138.9680,8.25,8.33,7.003,0.000,03/May,0.000,0.00,0.00,,,,,17.38,3.32,x,,
1344,2,1,P4,ACUEDUCTO,20.70,7/05/24,8,20,607138.968,15/05/24,8,31,607138.9680,8.33,8.52,8.008,0.000,11/May,0.000,0.00,0.00,,,,,17.29,3.41,x,,
1345,2,1,P4,ACUEDUCTO,20.70,15/05/24,8,31,607138.968,21/05/24,8,18,607138.9680,8.52,8.30,5.991,0.000,18/May,0.000,0.00,0.00,,,,,17.48,3.22,x,,
1346,2,1,P4,ACUEDUCTO,20.70,21/05/24,8,18,607138.968,28/05/24,8,19,607138.9680,8.30,8.32,7.001,0.000,24/May,0.000,0.00,0.00,,,,,17.36,3.34,x,,
1347,2,1,P4,ACUEDUCTO,20.70,28/05/24,8,19,607138.968,5/06/24,8,15,607138.9680,8.32,8.25,7.997,0.000,01/Jun,0.000,0.00,0.00,,,,,17.30,3.40,x,,
1348,2,1,P4,ACUEDUCTO,20.70,5/06/24,8,15,607138.968,12/06/24,8,22,607559.3340,8.25,8.37,7.005,420.366,08/Jun,0.695,15.43,59.89,31.2,911,0.39,,19.71,0.99,,,x
1349,2,1,P4,ACUEDUCTO,20.70,12/06/24,8,22,607559.334,18/06/24,8,10,608034.4760,8.37,8.17,5.992,475.142,15/Jun,0.918,20.40,79.14,29.3,846,0.38,,17.48,3.22,,,x
1350,2,1,P4,ACUEDUCTO,20.70,18/06/24,8,10,608034.476,25/06/24,7,26,608534.8490,8.17,7.43,6.969,500.373,21/Jun,0.831,18.47,71.65,,,,,17.31,3.39,x,,
1351,2,1,P4,ACUEDUCTO,20.70,25/06/24,7,26,608534.849,3/07/24,9,58,609166.2910,7.43,9.97,8.106,631.442,29/Jun,0.902,20.04,77.74,26.3,752,0.35,,16.64,4.06,,,x
1352,2,1,P4,ACUEDUCTO,20.70,3/07/24,9,58,609166.291,9/07/24,7,38,609241.1430,9.97,7.63,5.903,74.852,06/Jul,0.147,3.26,12.65,,,,,20.35,0.35,x,,
1353,2,1,P4,ACUEDUCTO,20.70,9/07/24,7,38,609241.143,16/07/24,8,30,609513.8100,7.63,8.50,7.036,272.667,12/Jul,0.449,9.97,38.67,28.7,857,0.39,,16.93,3.77,,,x
1354,2,1,P4,ACUEDUCTO,20.70,16/07/24,8,30,609513.81,23/07/24,8,46,609732.3840,8.50,8.77,7.011,218.574,19/Jul,0.361,8.02,31.11,,,,,16.26,4.44,x,,
1355,2,1,P4,ACUEDUCTO,20.70,23/07/24,8,46,609732.384,30/07/24,8,27,609732.3840,8.77,8.45,6.987,0.000,26/Jul,0.000,0.00,0.00,,,,,16.30,4.40,x,,
1356,2,1,P4,ACUEDUCTO,20.70,30/07/24,8,27,609732.384,3/09/24,8,49,609732.3840,8.45,8.82,35.015,0.000,16/Aug,0.000,0.00,0.00,,,,,17.40,3.30,x,,
1357,2,1,P4,ACUEDUCTO,20.70,3/09/24,8,49,609732.384,11/09/24,8,20,609732.3840,8.82,8.33,7.980,0.000,07/Sep,0.000,0.00,0.00,,,,,16.55,4.15,x,,
1358,2,1,P4,ACUEDUCTO,20.70,11/09/24,8,20,609732.384,17/09/24,8,44,609732.3840,8.33,8.73,6.017,0.000,14/Sep,0.000,0.00,0.00,,,,,16.43,4.27,x,,
1359,2,1,P4,ACUEDUCTO,20.70,17/09/24,8,44,609732.384,24/09/24,8,10,609732.3840,8.73,8.17,6.976,0.000,20/Sep,0.000,0.00,0.00,,,,,16.51,4.19,x,,
1360,2,1,P4,ACUEDUCTO,20.70,24/09/24,8,10,609732.384,1/10/24,8,18,609732.3840,8.17,8.30,7.006,0.000,27/Sep,0.000,0.00,0.00,,,,,17.38,3.32,x,,
1361,2,1,P4,ACUEDUCTO,20.70,1/10/24,8,18,609732.384,8/10/24,8,30,609732.3840,8.30,8.50,7.008,0.000,04/Oct,0.000,0.00,0.00,,,,,17.40,3.30,x,,
1362,2,1,P4,ACUEDUCTO,20.70,8/10/24,8,30,609732.384,17/10/24,8,49,609732.3840,8.50,8.82,9.013,0.000,12/Oct,0.000,0.00,0.00,,,,,17.63,3.07,x,,
1363,2,1,P4,ACUEDUCTO,20.70,17/10/24,8,49,609732.384,24/10/24,8,29,610303.1160,8.82,8.48,6.986,570.732,20/Oct,0.946,21.01,81.53,27.2,662,0.31,,,,,,x
1364,2,1,P4,ACUEDUCTO,20.70,24/10/24,8,29,610303.116,29/10/24,8,46,610950.7730,8.48,8.77,5.012,647.657,26/Oct,1.496,33.24,128.96,,,,,14.14,6.56,x,,
1365,2,1,P4,ACUEDUCTO,20.70,29/10/24,8,46,610950.773,6/11/24,8,24,610950.7310,8.77,8.40,7.985,-0.042,02/Nov,0.000,0.00,-0.01,,,,,16.45,4.25,x,,
1366,2,1,P4,ACUEDUCTO,20.70,6/11/24,8,24,610950.731,14/11/24,8,10,611384.4870,8.40,8.17,7.990,433.756,10/Nov,0.628,13.96,54.17,,,,,14.05,6.65,x,,
1367,2,1,P4,ACUEDUCTO,20.70,14/11/24,8,10,611384.487,18/11/24,8,14,611708.6890,8.17,8.23,4.003,324.202,16/Nov,0.937,20.83,80.83,30.3,808,0.39,485,14.08,6.62,,,x
1368,3,1,P6,ACUEDUCTO,24.18,,,,,7/03/06,16,25,,0.00,16.42,38783.684,0.000,01/Feb,0.000,0.00,,,903,,,,,,,
1369,3,1,P6,ACUEDUCTO,24.18,7/03/06,16,25,0.000,21/03/06,9,15,,16.42,9.25,13.701,0.000,14/Mar,0.000,0.00,0.00,,868,,,,,,,
1370,3,1,P6,ACUEDUCTO,24.18,21/03/06,9,15,0.000,3/04/06,8,30,,9.25,8.50,12.969,0.000,27/Mar,0.000,0.00,0.00,,634,,,,,,,
1371,3,1,P6,ACUEDUCTO,24.18,3/04/06,8,30,0.000,19/04/06,8,0,448.0780,8.50,8.00,15.979,448.078,11/Apr,0.649,43.27,28.04,,906,,,,,,,
1372,3,1,P6,ACUEDUCTO,24.18,19/04/06,8,0,448.078,3/05/06,7,50,1541.7700,8.00,7.83,13.993,1093.692,26/Apr,1.809,120.62,78.16,,940,,,,,,,
1373,3,1,P6,ACUEDUCTO,24.18,3/05/06,7,50,1541.770,17/05/06,8,0,1999.0000,7.83,8.00,14.007,457.230,10/May,0.756,50.38,32.64,,969,,,,,,,
1374,3,1,P6,ACUEDUCTO,24.18,17/05/06,8,0,1999.000,5/06/06,7,3,2834.1240,8.00,7.05,18.960,835.124,26/May,1.020,50.98,44.05,,966,,,,,,,
1375,3,1,P6,ACUEDUCTO,24.18,5/06/06,7,3,2834.124,20/06/06,6,50,3348.9150,7.05,6.83,14.991,514.791,12/Jun,0.795,39.75,34.34,,,,,,,,,
1376,3,1,P6,ACUEDUCTO,24.18,20/06/06,6,50,3348.915,4/07/06,9,5,4313.8800,6.83,9.08,14.094,964.965,27/Jun,1.585,79.24,68.47,,,,,,,,,
1377,3,1,P6,ACUEDUCTO,24.18,4/07/06,9,5,4313.880,18/07/06,7,20,4902.6100,9.08,7.33,13.927,588.730,11/Jul,0.979,48.93,42.27,,,,,,,,,
1378,3,1,P6,ACUEDUCTO,24.18,18/07/06,7,20,4902.610,2/08/06,7,35,5469.4620,7.33,7.58,15.010,566.852,25/Jul,0.874,43.71,37.76,,1099,,,,,,,
1379,3,1,P6,ACUEDUCTO,24.18,2/08/06,7,35,5469.462,16/08/06,9,12,5842.4720,7.58,9.20,14.067,373.010,09/Aug,0.614,30.69,26.52,,943,,,,,,,
1380,3,1,P6,ACUEDUCTO,24.18,16/08/06,9,12,5842.472,6/09/06,15,0,6184.2410,9.20,15.00,21.242,341.769,26/Aug,0.372,18.62,16.09,,874,,,,,,,
1381,3,1,P6,ACUEDUCTO,24.18,6/09/06,15,0,6184.241,19/09/06,15,41,6479.2750,15.00,15.68,13.028,295.034,12/Sep,0.524,26.21,22.65,,912,,,,,,,
1382,3,1,P6,ACUEDUCTO,24.18,19/09/06,15,41,6479.275,2/10/06,10,20,6799.7420,15.68,10.33,12.777,320.467,25/Sep,0.581,29.03,25.08,,824,,,,,,,
1383,3,1,P6,ACUEDUCTO,24.18,2/10/06,10,20,6799.742,18/10/06,7,50,7466.0200,10.33,7.83,15.896,666.278,10/Oct,0.970,48.51,41.92,,884,,,,,,,
1384,3,1,P6,ACUEDUCTO,24.18,18/10/06,7,50,7466.020,7/11/06,7,58,7909.6110,7.83,7.97,20.006,443.591,28/Oct,0.513,25.66,22.17,,703,,,,,,,
1385,3,1,P6,ACUEDUCTO,24.18,7/11/06,7,58,7909.611,30/11/06,8,49,8524.5230,7.97,8.82,23.035,614.912,18/Nov,0.618,30.90,26.69,,606,,,,,,,x
1386,3,1,P6,ACUEDUCTO,24.18,30/11/06,8,49,8524.523,11/12/06,7,30,8957.5500,8.82,7.50,10.945,433.027,05/Dec,0.916,45.79,39.56,,698,,,,,x,,
1387,3,1,P6,ACUEDUCTO,24.18,11/12/06,7,30,8957.550,27/12/06,8,5,9461.3620,7.50,8.08,16.024,503.812,19/Dec,0.728,36.39,31.44,,814,,,,,x,,
1388,3,1,P6,ACUEDUCTO,24.18,27/12/06,8,5,9461.362,9/01/07,7,40,9714.9020,8.08,7.67,12.983,253.540,02/Jan,0.452,30.14,19.53,,730,,,,,x,,
1389,3,1,P6,ACUEDUCTO,24.18,9/01/07,7,40,9714.902,22/01/07,8,0,10015.4170,7.67,8.00,13.014,300.515,15/Jan,0.535,35.64,23.09,,778,,,,,x,,
1390,3,1,P6,ACUEDUCTO,24.18,22/01/07,8,0,10015.417,5/02/07,10,0,10293.4310,8.00,10.00,14.083,278.014,29/Jan,0.457,30.46,19.74,,,,,,,x,,
1391,3,1,P6,ACUEDUCTO,24.18,5/02/07,10,0,10293.431,20/02/07,8,15,10652.1770,10.00,8.25,14.927,358.746,12/Feb,0.556,37.09,24.03,,,,,,,x,,
1392,3,1,P6,ACUEDUCTO,24.18,20/02/07,8,15,10652.177,6/03/07,8,21,11095.1260,8.25,8.35,14.004,442.949,27/Feb,0.732,48.81,31.63,,,,,,,x,,
1393,3,1,P6,ACUEDUCTO,24.18,6/03/07,8,21,11095.126,22/03/07,8,0,11327.9830,8.35,8.00,15.985,232.857,14/Mar,0.337,22.48,14.57,,,,,,,x,,
1394,3,1,P6,ACUEDUCTO,24.18,22/03/07,8,0,11327.983,9/04/07,10,25,11327.9830,8.00,10.42,18.101,0.000,31/Mar,0.000,0.00,0.00,,,,,,,x,,
1395,3,1,P6,ACUEDUCTO,24.18,9/04/07,10,25,11327.983,23/04/07,10,0,11603.0190,10.42,10.00,13.983,275.036,16/Apr,0.455,30.35,19.67,,,,,,,x,,
1396,3,1,P6,ACUEDUCTO,24.18,23/04/07,10,0,11603.019,7/05/07,9,25,12701.8500,10.00,9.42,13.976,1098.831,30/Apr,1.820,121.33,78.62,,,,,,,x,,
1397,3,1,P6,ACUEDUCTO,24.18,7/05/07,9,25,12701.850,23/05/07,9,45,14081.6270,9.42,9.75,16.014,1379.777,15/May,1.994,132.96,86.16,,,,,,,x,,
1398,3,1,P6,ACUEDUCTO,24.18,23/05/07,9,45,14081.627,5/06/07,10,30,15166.2600,9.75,10.50,13.031,1084.633,29/May,1.927,96.33,83.23,,,,,,,x,,
1399,3,1,P6,ACUEDUCTO,24.18,5/06/07,10,30,15166.260,19/06/07,11,0,16527.7720,10.50,11.00,14.021,1361.512,12/Jun,2.248,112.39,97.11,,977,,,,,,,x
1400,3,1,P6,ACUEDUCTO,24.18,19/06/07,11,0,16527.772,3/07/07,9,55,18080.9950,11.00,9.92,13.955,1553.223,26/Jun,2.576,128.82,111.30,,977,,,,,,,x
1401,3,1,P6,ACUEDUCTO,24.18,3/07/07,9,55,18080.995,17/07/07,11,0,19519.3700,9.92,11.00,14.045,1438.375,10/Jul,2.371,118.53,102.41,,977,,,,,,,x
1402,3,1,P6,ACUEDUCTO,24.18,17/07/07,11,0,19519.370,6/08/07,10,20,21542.1350,11.00,10.33,19.972,2022.765,27/Jul,2.344,117.22,101.28,,986,,,,,,,x
1403,3,1,P6,ACUEDUCTO,24.18,6/08/07,10,20,21542.135,21/08/07,10,50,23015.7610,10.33,10.83,15.021,1473.626,13/Aug,2.271,113.55,98.11,,981,,,,,,,x
1404,3,1,P6,ACUEDUCTO,24.18,21/08/07,10,50,23015.761,4/09/07,10,5,24542.2330,10.83,10.08,13.969,1526.472,28/Aug,2.530,126.48,109.28,,892,,,,,x,,
1405,3,1,P6,ACUEDUCTO,24.18,4/09/07,10,5,24542.233,17/09/07,10,5,25755.7370,10.08,10.08,13.000,1213.504,10/Sep,2.161,108.04,93.35,,979,,,,,,,x
1406,3,1,P6,ACUEDUCTO,24.18,17/09/07,10,5,25755.737,1/10/07,11,40,26275.4400,10.08,11.67,14.066,519.703,24/Sep,0.855,42.76,36.95,,719,,,,,,,x
1407,3,1,P6,ACUEDUCTO,24.18,1/10/07,11,40,26275.440,17/10/07,7,10,28010.4770,11.67,7.17,15.813,1735.037,09/Oct,2.540,127.00,109.73,,719,,,,,x,,
1408,3,1,P6,ACUEDUCTO,24.18,17/10/07,7,10,28010.477,8/11/07,10,25,30665.5680,7.17,10.42,22.135,2655.091,28/Oct,2.777,138.83,119.95,,,,,,,x,,
1409,3,1,P6,ACUEDUCTO,24.18,8/11/07,10,25,30665.568,19/11/07,7,25,31601.2160,10.42,7.42,10.875,935.648,13/Nov,1.992,99.58,86.04,,,,,,,x,,
1410,3,1,P6,ACUEDUCTO,24.18,19/11/07,7,25,31601.216,5/12/07,8,20,32956.5510,7.42,8.33,16.038,1355.335,27/Nov,1.956,97.81,84.51,,,,,,,x,,
1411,3,1,P6,ACUEDUCTO,24.18,5/12/07,8,20,32956.551,17/12/07,9,42,33973.2790,8.33,9.70,12.057,1016.728,11/Dec,1.952,97.60,84.33,,,,,,,x,,
1412,3,1,P6,ACUEDUCTO,24.18,17/12/07,9,42,33973.279,16/01/08,9,28,36465.6800,9.70,9.47,29.990,2492.401,01/Jan,1.924,128.25,83.11,,,,,,,x,,
1413,3,1,P6,ACUEDUCTO,24.18,16/01/08,9,28,36465.680,2/02/08,8,56,37829.6360,9.47,8.93,16.978,1363.956,24/Jan,1.860,123.98,80.34,,,,,,,x,,
1414,3,1,P6,ACUEDUCTO,24.18,2/02/08,8,56,37829.636,16/02/08,10,5,38908.7020,8.93,10.08,14.048,1079.066,09/Feb,1.778,118.54,76.81,,,,,,,x,,
1415,3,1,P6,ACUEDUCTO,24.18,16/02/08,10,5,38908.702,3/03/08,7,20,40032.2760,10.08,7.33,15.885,1123.574,24/Feb,1.637,109.15,70.73,,,,,,,x,,
1416,3,1,P6,ACUEDUCTO,24.18,3/03/08,7,20,40032.276,17/03/08,8,54,40809.2170,7.33,8.90,14.065,776.941,10/Mar,1.279,85.24,55.24,,,,,,,x,,
1417,3,1,P6,ACUEDUCTO,24.18,17/03/08,8,54,40809.217,2/04/08,11,39,41486.5130,8.90,11.65,16.115,677.296,25/Mar,0.973,64.86,42.03,,912,,,,,,,x
1418,3,1,P6,ACUEDUCTO,24.18,2/04/08,11,39,41486.513,15/04/08,7,35,41972.3910,11.65,7.58,12.831,485.878,08/Apr,0.877,58.44,37.87,,,,,,,x,,
1419,3,1,P6,ACUEDUCTO,24.18,15/04/08,7,35,41972.391,6/05/08,6,55,43500.6900,7.58,6.92,20.972,1528.299,25/Apr,1.687,112.46,72.87,,,,,,,x,,
1420,3,1,P6,ACUEDUCTO,24.18,6/05/08,6,55,43500.690,19/05/08,7,15,12604.6500,6.92,7.25,13.014,-30896.040,12/May,-54.956,-3663.71,-2374.08,,,,,,,x,,
1421,3,1,P6,ACUEDUCTO,24.18,19/05/08,7,15,12604.650,4/06/08,7,15,45206.2860,7.25,7.25,16.000,32601.636,27/May,47.167,2358.34,2037.60,,,,,,,x,,
1422,3,1,P6,ACUEDUCTO,24.18,4/06/08,7,15,45206.286,16/06/08,6,55,46125.0130,7.25,6.92,11.986,918.727,10/Jun,1.774,88.71,76.65,,,,,,,x,,
1423,3,1,P6,ACUEDUCTO,24.18,16/06/08,6,55,46125.013,1/07/08,11,10,47336.6990,6.92,11.17,15.177,1211.686,23/Jun,1.848,92.40,79.84,,,,,,,x,,
1424,3,1,P6,ACUEDUCTO,24.18,1/07/08,11,10,47336.699,14/07/08,7,35,47989.5960,11.17,7.58,12.851,652.897,07/Jul,1.176,58.80,50.81,,,,,,,x,,
1425,3,1,P6,ACUEDUCTO,24.18,14/07/08,7,35,47989.596,5/08/08,7,35,49774.8890,7.58,7.58,22.000,1785.293,25/Jul,1.878,93.92,81.15,,,,,,,x,,
1426,3,1,P6,ACUEDUCTO,24.18,5/08/08,7,35,49774.889,19/08/08,7,30,50845.2850,7.58,7.50,13.997,1070.396,12/Aug,1.770,88.51,76.48,,,,,,,x,,
1427,3,1,P6,ACUEDUCTO,24.18,19/08/08,7,30,50845.285,1/09/08,10,40,51859.8220,7.50,10.67,13.132,1014.537,25/Aug,1.788,89.42,77.26,,,,,,,x,,
1428,3,1,P6,ACUEDUCTO,24.18,1/09/08,10,40,51859.822,15/09/08,8,38,53005.4990,10.67,8.63,13.915,1145.677,08/Sep,1.906,95.29,82.33,,,,,,,x,,
1429,3,1,P6,ACUEDUCTO,24.18,15/09/08,8,38,53005.499,6/10/08,7,41,54758.5180,8.63,7.68,20.960,1753.019,25/Sep,1.936,96.80,83.63,,,,,,,x,,
1430,3,1,P6,ACUEDUCTO,24.18,6/10/08,7,41,54758.518,20/10/08,7,25,55933.3100,7.68,7.42,13.989,1174.792,13/Oct,1.944,97.20,83.98,,,,,,,x,,
1431,3,1,P6,ACUEDUCTO,24.18,20/10/08,7,25,55933.310,6/11/08,8,30,57418.7440,7.42,8.50,17.045,1485.434,28/Oct,2.017,100.86,87.15,,,,,,,x,,
1432,3,1,P6,ACUEDUCTO,24.18,6/11/08,8,30,57418.744,19/11/08,7,45,58465.0850,8.50,7.75,12.969,1046.341,12/Nov,1.868,93.38,80.68,,,,,,,x,,
1433,3,1,P6,ACUEDUCTO,24.18,19/11/08,7,45,58465.085,3/12/08,7,30,59512.4320,7.75,7.50,13.990,1047.347,26/Nov,1.733,86.65,74.87,,,,,,,x,,
1434,3,1,P6,ACUEDUCTO,24.18,3/12/08,7,30,59512.432,15/12/08,7,31,60538.9850,7.50,7.52,12.001,1026.553,09/Dec,1.980,99.01,85.54,,,,,,,x,,
1435,3,1,P6,ACUEDUCTO,24.18,15/12/08,7,31,60538.985,5/01/09,7,30,61985.9790,7.52,7.50,20.999,1446.994,25/Dec,1.595,79.75,68.91,,,,,,,x,,
1436,3,1,P6,ACUEDUCTO,24.18,5/01/09,7,30,61985.979,19/01/09,7,0,62975.8290,7.50,7.00,13.979,989.850,12/Jan,1.639,109.27,70.81,,,,,,,x,,
1437,3,1,P6,ACUEDUCTO,24.18,19/01/09,7,0,62975.829,2/02/09,7,19,63954.7790,7.00,7.32,14.013,978.950,26/Jan,1.617,107.81,69.86,,,,,,,x,,
1438,3,1,P6,ACUEDUCTO,24.18,2/02/09,7,19,63954.779,16/02/09,7,22,64605.1050,7.32,7.37,14.002,650.326,09/Feb,1.075,71.67,46.44,,,,,,,x,,
1439,3,1,P6,ACUEDUCTO,24.18,16/02/09,7,22,64605.105,6/04/09,7,26,67525.9680,7.37,7.43,49.003,2920.863,12/Mar,1.380,91.98,59.61,,,,,,,x,,
1440,3,1,P6,ACUEDUCTO,24.18,6/04/09,7,26,67525.968,20/04/09,6,25,68706.5370,7.43,6.42,13.958,1180.569,13/Apr,1.958,130.53,84.58,27.3,879,,,,,,,x
1441,3,1,P6,ACUEDUCTO,24.18,20/04/09,6,25,68706.537,4/05/09,7,10,69086.1770,6.42,7.17,14.031,379.640,27/Apr,0.626,41.75,27.06,,879,,,,,x,,
1442,3,1,P6,ACUEDUCTO,24.18,4/05/09,7,10,69086.177,18/05/09,7,24,69463.2030,7.17,7.40,14.010,377.026,11/May,0.623,41.53,26.91,,,,,,,x,,
1443,3,1,P6,ACUEDUCTO,24.18,18/05/09,7,24,69463.203,2/06/09,6,25,69940.2000,7.40,6.42,14.959,476.997,25/May,0.738,36.91,23.92,,,,,,,x,,
1444,3,1,P6,ACUEDUCTO,24.18,2/06/09,6,25,69940.200,15/06/09,8,33,70315.1990,6.42,8.55,13.089,374.999,08/Jun,0.663,33.16,28.65,30.1,864,,,,,,,x
1445,3,1,P6,ACUEDUCTO,24.18,15/06/09,8,33,70315.199,1/07/09,7,56,70694.4240,8.55,7.93,15.974,379.225,23/Jun,0.550,27.48,23.74,,,,,,,x,,
1446,3,1,P6,ACUEDUCTO,24.18,1/07/09,7,56,70694.424,13/07/09,7,58,70695.8120,7.93,7.97,12.001,1.388,07/Jul,0.003,0.13,0.12,,,,,,,x,,
1447,3,1,P6,ACUEDUCTO,24.18,13/07/09,7,58,70695.812,3/08/09,7,55,73222.7780,7.97,7.92,20.998,2526.966,23/Jul,2.786,139.29,120.34,27.1,886,,,23.13,1.05,,,X
1448,3,1,P6,ACUEDUCTO,24.18,3/08/09,7,55,73222.778,18/08/09,11,25,73635.7630,7.92,11.42,15.146,412.985,10/Aug,0.631,31.56,27.27,,,,,21.09,3.09,x,,
1449,3,1,P6,ACUEDUCTO,24.18,18/08/09,11,25,73635.763,1/09/09,6,40,73637.1620,11.42,6.67,13.802,1.399,25/Aug,0.002,0.12,0.10,,,,,21.15,3.03,x,,
1450,3,1,P6,ACUEDUCTO,24.18,1/09/09,6,40,73637.162,14/09/09,7,45,74653.1930,6.67,7.75,13.045,1016.031,07/Sep,1.803,90.15,77.89,27.3,862,,,22.98,1.20,,,x
1451,3,1,P6,ACUEDUCTO,24.18,14/09/09,7,45,74653.193,5/10/09,11,35,76028.6570,7.75,11.58,21.160,1375.464,24/Sep,1.505,75.24,65.00,,,,,21.08,3.10,x,,
1452,3,1,P6,ACUEDUCTO,24.18,5/10/09,11,35,76028.657,20/10/09,8,49,76761.9980,11.58,8.82,14.885,733.341,12/Oct,1.140,57.02,49.27,,,,,22.77,1.41,,,x
1453,3,1,P6,ACUEDUCTO,24.18,20/10/09,8,49,76761.998,4/11/09,8,10,77585.3640,8.82,8.17,14.973,823.366,27/Oct,1.273,63.65,54.99,,,,,22.70,1.48,x,,
1454,3,1,P6,ACUEDUCTO,24.18,4/11/09,8,10,77585.364,16/11/09,7,50,77892.1880,8.17,7.83,11.986,306.824,10/Nov,0.593,29.63,25.60,,,,,19.83,4.35,x,,
1455,3,1,P6,ACUEDUCTO,24.18,16/11/09,7,50,77892.188,3/12/09,9,15,78610.0670,7.83,9.25,17.059,717.879,24/Nov,0.974,48.71,42.08,28.9,559,,,22.60,1.58,,,x
1456,3,1,P6,ACUEDUCTO,24.18,3/12/09,9,15,78610.067,14/12/09,7,41,79501.2340,9.25,7.68,10.935,891.167,08/Dec,1.887,94.33,81.50,,671,,,19.90,4.28,x,,
1457,3,1,P6,ACUEDUCTO,24.18,14/12/09,7,41,79501.234,4/01/10,7,42,80134.5640,7.68,7.70,21.001,633.330,24/Dec,0.698,46.54,30.16,28.3,886,,,15.32,8.86,,,x
1458,3,1,P6,ACUEDUCTO,24.18,4/01/10,7,42,80134.564,18/01/10,7,53,80647.7700,7.70,7.88,14.008,513.206,11/Jan,0.848,56.54,36.64,26.9,862,,,16.80,7.38,,,x
1459,3,1,P6,ACUEDUCTO,24.18,18/01/10,7,53,80647.770,5/04/10,7,56,85729.9180,7.88,7.93,77.002,5082.148,25/Feb,1.528,101.85,66.00,27.9,858,,,22.64,1.54,,,x
1460,3,1,P6,ACUEDUCTO,24.18,5/04/10,7,56,85729.918,19/04/10,6,47,86949.9860,7.93,6.78,13.952,1220.068,12/Apr,2.024,134.95,87.45,30.0,863,,,22.68,1.50,,,x
1461,3,1,P6,ACUEDUCTO,24.18,19/04/10,6,47,86949.986,3/05/10,7,18,87904.9020,6.78,7.30,14.022,954.916,26/Apr,1.576,105.10,68.10,,,,,21.08,3.10,x,,
1462,3,1,P6,ACUEDUCTO,24.18,3/05/10,7,18,87904.902,18/05/10,7,5,89012.3790,7.30,7.08,14.991,1107.477,10/May,1.710,114.01,73.88,,,,,21.11,3.07,x,,
1463,3,1,P6,ACUEDUCTO,24.18,18/05/10,7,5,89012.379,1/06/10,6,57,89658.1770,7.08,6.95,13.994,645.798,25/May,1.068,53.41,46.15,,,,,21.15,3.03,x,,
1464,3,1,P6,ACUEDUCTO,24.18,1/06/10,6,57,89658.177,14/06/10,9,32,90788.7970,6.95,9.53,13.108,1130.620,07/Jun,1.997,99.83,86.26,,,,,,,x,,
1465,3,1,P6,ACUEDUCTO,24.18,14/06/10,9,32,90788.797,5/07/10,8,12,92435.5400,9.53,8.20,20.944,1646.743,24/Jun,1.820,91.00,78.62,,,,,,,x,,
1466,3,1,P6,ACUEDUCTO,24.18,5/07/10,8,12,92435.540,19/07/10,16,20,93619.1740,8.20,16.33,14.339,1183.634,12/Jul,1.911,95.54,82.55,30.1,613,,,,,,,x
1467,3,1,P6,ACUEDUCTO,24.18,19/07/10,16,20,93619.174,2/08/10,11,42,94715.3640,16.33,11.70,13.807,1096.190,26/Jul,1.838,91.89,79.39,,733,,,21.22,2.96,x,,
1468,3,1,P6,ACUEDUCTO,24.18,2/08/10,11,42,94715.364,17/08/10,16,17,95840.4670,11.70,16.28,15.191,1125.103,09/Aug,1.714,85.72,74.06,,733,,,20.19,3.99,x,,
1469,3,1,P6,ACUEDUCTO,24.18,17/08/10,16,17,95840.467,6/09/10,7,34,97409.5600,16.28,7.57,19.637,1569.093,27/Aug,1.850,92.48,79.91,28.9,815,,,18.17,6.01,,,x
1470,3,1,P6,ACUEDUCTO,24.18,6/09/10,7,34,97409.560,20/09/10,9,0,98555.4250,7.57,9.00,14.060,1145.865,13/Sep,1.887,94.33,81.50,29.1,786,,,20.29,3.89,x,,
1471,3,1,P6,ACUEDUCTO,24.18,20/09/10,9,0,98555.425,6/10/10,9,43,99836.9040,9.00,9.72,16.030,1281.479,28/Sep,1.851,92.53,79.94,,,,,20.60,3.58,x,,
1472,3,1,P6,ACUEDUCTO,24.18,6/10/10,9,43,99836.904,20/10/10,9,47,100818.7280,9.72,9.78,14.003,981.824,13/Oct,1.623,81.15,70.12,,,,,,,x,,
1473,3,1,P6,ACUEDUCTO,24.18,20/10/10,9,47,100818.728,1/11/10,8,29,101716.9350,9.78,8.48,11.946,898.207,26/Oct,1.741,87.03,75.19,,,,,16.00,8.18,x,,
1474,3,1,P6,ACUEDUCTO,24.18,1/11/10,8,29,101716.935,15/11/10,8,47,102879.5570,8.48,8.78,14.013,1162.622,08/Nov,1.921,96.03,82.97,,,,,15.88,8.30,x,,
1475,3,1,P6,ACUEDUCTO,24.18,15/11/10,8,47,102879.557,1/12/10,10,28,104143.6840,8.78,10.47,16.070,1264.127,23/Nov,1.821,91.05,78.66,,,,,15.53,8.65,x,,
1476,3,1,P6,ACUEDUCTO,24.18,1/12/10,10,28,104143.684,13/12/10,11,14,105069.1910,10.47,11.23,12.032,925.507,07/Dec,1.781,89.03,76.92,,,,,15.57,8.61,x,,
