ID_HISTORICO,ID_POZO,ID_TIPO,NOMBRE_POZO,TIPO_POZO,COTA,Fech-Ini,H,M,Med-Ini,Fech-Fin,H,M,Med-Fin,Hor-Ini dec,Hor-Fin dec,Dif-Tpo,Dif-Vol,Tpo,Q,%Q,Vol Prom dia ,Temp,C.E.,Sal.,TDS,NIVEL,ND (mar),NE,NR,ND
1,1,1,P3,ACUEDUCTO,19.79,,,,,1/06/99,,,,,,,,,,,,,663,,,,,,,
2,1,1,P3,ACUEDUCTO,19.79,1/06/99,0,0,0.000,1/08/99,,,,0.00,0.00,61.000,0.000,01/Jul,0.000,0.00,0.00,,632,,,,,,,
3,1,1,P3,ACUEDUCTO,19.79,1/08/99,0,0,0.000,27/03/00,10,10,,0.00,10.17,239.424,0.000,28/Nov,0.000,0.00,0.00,27.4,741,,,,,,,
4,1,1,P3,ACUEDUCTO,19.79,27/03/00,10,10,0.000,3/10/00,9,31,,10.17,9.52,189.973,0.000,30/Jun,0.000,0.00,0.00,27.9,664,,,,,,,
5,1,1,P3,ACUEDUCTO,19.79,3/10/00,9,31,0.000,7/11/00,12,45,,9.52,12.75,35.135,0.000,20/Oct,0.000,0.00,0.00,27.7,824,,,,,,,
6,1,1,P3,ACUEDUCTO,19.79,7/11/00,12,45,0.000,31/01/01,10,4,,12.75,10.07,84.888,0.000,19/Dec,0.000,0.00,0.00,27.2,695,,,,,,,
7,1,1,P3,ACUEDUCTO,19.79,31/01/01,10,4,0.000,12/02/01,15,20,,10.07,15.33,12.219,0.000,06/Feb,0.000,0.00,0.00,28.7,696,,,,,,,
8,1,1,P3,ACUEDUCTO,19.79,12/02/01,15,20,0.000,17/03/01,8,57,,15.33,8.95,32.734,0.000,28/Feb,0.000,0.00,0.00,27.4,841,,,,,,,
9,1,1,P3,ACUEDUCTO,19.79,17/03/01,8,57,0.000,30/03/01,12,15,,8.95,12.25,13.138,0.000,23/Mar,0.000,0.00,0.00,27.8,699,,,,,,,
10,1,1,P3,ACUEDUCTO,19.79,30/03/01,12,15,0.000,16/04/01,10,10,,12.25,10.17,16.913,0.000,07/Apr,0.000,0.00,0.00,28.0,822,,,,,,,
11,1,1,P3,ACUEDUCTO,19.79,16/04/01,10,10,0.000,16/05/01,9,51,,10.17,9.85,29.987,0.000,01/May,0.000,0.00,0.00,28.7,825,,,,,,,
12,1,1,P3,ACUEDUCTO,19.79,16/05/01,9,51,0.000,28/06/01,10,36,,9.85,10.60,43.031,0.000,06/Jun,0.000,0.00,0.00,27.3,674,,,,,,,
13,1,1,P3,ACUEDUCTO,19.79,28/06/01,10,36,0.000,11/07/01,9,55,,10.60,9.92,12.972,0.000,04/Jul,0.000,0.00,0.00,27.5,678,,,,,,,
14,1,1,P3,ACUEDUCTO,19.79,11/07/01,9,55,0.000,25/07/01,10,5,,9.92,10.08,14.007,0.000,18/Jul,0.000,0.00,0.00,28.7,681,,,,,,,
15,1,1,P3,ACUEDUCTO,19.79,25/07/01,10,5,0.000,13/08/01,10,39,,10.08,10.65,19.024,0.000,03/Aug,0.000,0.00,0.00,27.6,734,,,,,,,
16,1,1,P3,ACUEDUCTO,19.79,13/08/01,10,39,0.000,27/08/01,10,22,,10.65,10.37,13.988,0.000,20/Aug,0.000,0.00,0.00,,735,,,,,,,
17,1,1,P3,ACUEDUCTO,19.79,27/08/01,10,22,0.000,10/09/01,10,8,,10.37,10.13,13.990,0.000,03/Sep,0.000,0.00,0.00,,738,,,,,,,
18,1,1,P3,ACUEDUCTO,19.79,10/09/01,10,8,0.000,22/11/01,16,5,,10.13,16.08,73.248,0.000,16/Oct,0.000,0.00,0.00,,679,,,,,,,
19,1,1,P3,ACUEDUCTO,19.79,22/11/01,16,5,0.000,13/12/01,9,52,,16.08,9.87,20.741,0.000,02/Dec,0.000,0.00,0.00,,635,,,,,,,
20,1,1,P3,ACUEDUCTO,19.79,13/12/01,9,52,0.000,19/03/02,9,23,,9.87,9.38,95.980,0.000,30/Jan,0.000,0.00,0.00,,683,,,,,,,
21,1,1,P3,ACUEDUCTO,19.79,19/03/02,9,23,0.000,2/04/02,9,50,,9.38,9.83,14.019,0.000,26/Mar,0.000,0.00,0.00,,684,,,,,,,
22,1,1,P3,ACUEDUCTO,19.79,2/04/02,9,50,0.000,30/04/02,9,43,,9.83,9.72,27.995,0.000,16/Apr,0.000,0.00,0.00,,883,,,,,,,
23,1,1,P3,ACUEDUCTO,19.79,30/04/02,9,43,0.000,11/06/02,9,52,,9.72,9.87,42.006,0.000,21/May,0.000,0.00,0.00,,876,,,,,,,
24,1,1,P3,ACUEDUCTO,19.79,11/06/02,9,52,0.000,24/06/02,11,34,,9.87,11.57,13.071,0.000,17/Jun,0.000,0.00,0.00,,750,,,,,,,
25,1,1,P3,ACUEDUCTO,19.79,24/06/02,11,34,0.000,8/07/02,11,34,,11.57,11.57,14.000,0.000,01/Jul,0.000,0.00,0.00,,755,,,,,,,
26,1,1,P3,ACUEDUCTO,19.79,8/07/02,11,34,0.000,22/07/02,9,25,,11.57,9.42,13.910,0.000,15/Jul,0.000,0.00,0.00,,778,,,,,,,
27,1,1,P3,ACUEDUCTO,19.79,22/07/02,9,25,0.000,5/08/02,9,30,,9.42,9.50,14.003,0.000,29/Jul,0.000,0.00,0.00,,780,,,,,,,
28,1,1,P3,ACUEDUCTO,19.79,5/08/02,9,30,0.000,22/08/02,10,11,,9.50,10.18,17.028,0.000,13/Aug,0.000,0.00,0.00,,741,,,,,,,
29,1,1,P3,ACUEDUCTO,19.79,22/08/02,10,11,0.000,2/09/02,9,9,,10.18,9.15,10.957,0.000,27/Aug,0.000,0.00,0.00,,738,,,,,,,
30,1,1,P3,ACUEDUCTO,19.79,2/09/02,9,9,0.000,16/09/02,8,44,,9.15,8.73,13.983,0.000,09/Sep,0.000,0.00,0.00,,740,,,,,,,
31,1,1,P3,ACUEDUCTO,19.79,16/09/02,8,44,0.000,1/10/02,9,43,,8.73,9.72,15.041,0.000,23/Sep,0.000,0.00,0.00,,669,,,,,,,
32,1,1,P3,ACUEDUCTO,19.79,1/10/02,9,43,0.000,15/10/02,10,56,,9.72,10.93,14.051,0.000,08/Oct,0.000,0.00,0.00,,714,,,,,,,
33,1,1,P3,ACUEDUCTO,19.79,15/10/02,10,56,0.000,29/10/02,8,53,,10.93,8.88,13.915,0.000,22/Oct,0.000,0.00,0.00,,651,,,,,,,
34,1,1,P3,ACUEDUCTO,19.79,29/10/02,8,53,0.000,12/11/02,8,50,,8.88,8.83,13.998,0.000,05/Nov,0.000,0.00,0.00,,603,,,,,,,
35,1,1,P3,ACUEDUCTO,19.79,12/11/02,8,50,0.000,27/11/02,14,4,,8.83,14.07,15.218,0.000,19/Nov,0.000,0.00,0.00,,615,,,,,,,
36,1,1,P3,ACUEDUCTO,19.79,27/11/02,14,4,0.000,11/12/02,9,33,,14.07,9.55,13.812,0.000,04/Dec,0.000,0.00,0.00,,662,,,,,,,
37,1,1,P3,ACUEDUCTO,19.79,11/12/02,9,33,0.000,23/12/02,9,15,,9.55,9.25,11.988,0.000,17/Dec,0.000,0.00,0.00,,682,,,,,,,
38,1,1,P3,ACUEDUCTO,19.79,23/12/02,9,15,0.000,9/01/03,12,12,,9.25,12.20,17.123,0.000,31/Dec,0.000,0.00,0.00,,647,,,,,,,
39,1,1,P3,ACUEDUCTO,19.79,9/01/03,12,12,0.000,20/01/03,10,20,,12.20,10.33,10.922,0.000,14/Jan,0.000,0.00,0.00,,660,,,,,,,
40,1,1,P3,ACUEDUCTO,19.79,20/01/03,10,20,0.000,3/02/03,9,45,,10.33,9.75,13.976,0.000,27/Jan,0.000,0.00,0.00,,671,,,,,,,
41,1,1,P3,ACUEDUCTO,19.79,3/02/03,9,45,0.000,17/02/03,9,34,,9.75,9.57,13.992,0.000,10/Feb,0.000,0.00,0.00,,674,,,,,,,
42,1,1,P3,ACUEDUCTO,19.79,17/02/03,9,34,0.000,3/03/03,10,5,,9.57,10.08,14.022,0.000,24/Feb,0.000,0.00,0.00,,679,,,,,,,
43,1,1,P3,ACUEDUCTO,19.79,3/03/03,10,5,0.000,18/03/03,10,25,,10.08,10.42,15.014,0.000,10/Mar,0.000,0.00,0.00,,679,,,,,,,
44,1,1,P3,ACUEDUCTO,19.79,18/03/03,10,25,0.000,3/04/03,11,5,,10.42,11.08,16.028,0.000,26/Mar,0.000,0.00,0.00,,676,,,,,,,
45,1,1,P3,ACUEDUCTO,19.79,3/04/03,11,5,0.000,16/06/03,9,30,,11.08,9.50,73.934,0.000,10/May,0.000,0.00,0.00,,735,,,,,,,
46,1,1,P3,ACUEDUCTO,19.79,16/06/03,9,30,0.000,1/07/03,10,35,,9.50,10.58,15.045,0.000,23/Jun,0.000,0.00,0.00,,707,,,,,,,
47,1,1,P3,ACUEDUCTO,19.79,1/07/03,10,35,0.000,15/07/03,11,5,,10.58,11.08,14.021,0.000,08/Jul,0.000,0.00,0.00,,702,,,,,,,
48,1,1,P3,ACUEDUCTO,19.79,15/07/03,11,5,0.000,29/07/03,11,50,,11.08,11.83,14.031,0.000,22/Jul,0.000,0.00,0.00,,709,,,,,,,
49,1,1,P3,ACUEDUCTO,19.79,29/07/03,11,50,0.000,11/08/03,10,55,,11.83,10.92,12.962,0.000,04/Aug,0.000,0.00,0.00,,708,,,,,,,
50,1,1,P3,ACUEDUCTO,19.79,11/08/03,10,55,0.000,3/10/03,12,5,,10.92,12.08,53.049,0.000,06/Sep,0.000,0.00,0.00,,695,,,,,,,
51,1,1,P3,ACUEDUCTO,19.79,3/10/03,12,5,0.000,14/10/03,10,55,,12.08,10.92,10.951,0.000,08/Oct,0.000,0.00,0.00,,728,,,,,,,
52,1,1,P3,ACUEDUCTO,19.79,14/10/03,10,55,0.000,27/10/03,11,53,,10.92,11.88,13.040,0.000,20/Oct,0.000,0.00,0.00,,703,,,,,,,
53,1,1,P3,ACUEDUCTO,19.79,27/10/03,11,53,0.000,10/11/03,10,25,,11.88,10.42,13.939,0.000,03/Nov,0.000,0.00,0.00,,661,,,,,,,
54,1,1,P3,ACUEDUCTO,19.79,10/11/03,10,25,0.000,24/11/03,10,25,,10.42,10.42,14.000,0.000,17/Nov,0.000,0.00,0.00,,598,,,,,,,
55,1,1,P3,ACUEDUCTO,19.79,24/11/03,10,25,0.000,16/12/03,10,25,,10.42,10.42,22.000,0.000,05/Dec,0.000,0.00,0.00,,556,,,,,,,
56,1,1,P3,ACUEDUCTO,19.79,16/12/03,10,25,0.000,14/01/04,10,35,,10.42,10.58,29.007,0.000,30/Dec,0.000,0.00,0.00,,579,,,,,,,
57,1,1,P3,ACUEDUCTO,19.79,14/01/04,10,35,0.000,4/02/04,11,0,,10.58,11.00,21.017,0.000,24/Jan,0.000,0.00,0.00,,595,,,,,,,
58,1,1,P3,ACUEDUCTO,19.79,4/02/04,11,0,0.000,11/02/04,17,50,,11.00,17.83,7.285,0.000,07/Feb,0.000,0.00,0.00,,602,,,,,,,
59,1,1,P3,ACUEDUCTO,19.79,11/02/04,17,50,0.000,23/02/04,9,55,,17.83,9.92,11.670,0.000,17/Feb,0.000,0.00,0.00,,631,,,,,,,
60,1,1,P3,ACUEDUCTO,19.79,23/02/04,9,55,0.000,29/03/04,10,55,,9.92,10.92,35.042,0.000,11/Mar,0.000,0.00,0.00,,660,,,,,,,
61,1,1,P3,ACUEDUCTO,19.79,29/03/04,10,55,0.000,12/04/04,10,28,,10.92,10.47,13.981,0.000,05/Apr,0.000,0.00,0.00,,676,,,,,,,
62,1,1,P3,ACUEDUCTO,19.79,12/04/04,10,28,0.000,26/04/04,10,15,,10.47,10.25,13.991,0.000,19/Apr,0.000,0.00,0.00,,687,,,,,,,
63,1,1,P3,ACUEDUCTO,19.79,26/04/04,10,15,0.000,10/05/04,10,5,,10.25,10.08,13.993,0.000,03/May,0.000,0.00,0.00,,678,,,,,,,
64,1,1,P3,ACUEDUCTO,19.79,10/05/04,10,5,0.000,25/05/04,10,20,,10.08,10.33,15.010,0.000,17/May,0.000,0.00,0.00,,689,,,,,,,
65,1,1,P3,ACUEDUCTO,19.79,25/05/04,10,20,0.000,8/06/04,15,10,,10.33,15.17,14.201,0.000,01/Jun,0.000,0.00,0.00,,545,,,,,,,
66,1,1,P3,ACUEDUCTO,19.79,8/06/04,15,10,0.000,6/07/04,10,38,,15.17,10.63,27.811,0.000,22/Jun,0.000,0.00,0.00,,563,,,,,,,
67,1,1,P3,ACUEDUCTO,19.79,6/07/04,10,38,0.000,19/07/04,10,15,,10.63,10.25,12.984,0.000,12/Jul,0.000,0.00,0.00,,555,,,,,,,
68,1,1,P3,ACUEDUCTO,19.79,19/07/04,10,15,0.000,3/08/04,15,30,,10.25,15.50,15.219,0.000,26/Jul,0.000,0.00,0.00,,567,,,,,,,
69,1,1,P3,ACUEDUCTO,19.79,3/08/04,15,30,0.000,18/08/04,10,40,,15.50,10.67,14.799,0.000,10/Aug,0.000,0.00,0.00,,588,,,,,,,
70,1,1,P3,ACUEDUCTO,19.79,18/08/04,10,40,0.000,8/09/04,10,55,,10.67,10.92,21.010,0.000,28/Aug,0.000,0.00,0.00,,630,,,,,,,
71,1,1,P3,ACUEDUCTO,19.79,8/09/04,10,55,0.000,5/10/04,10,30,,10.92,10.50,26.983,0.000,21/Sep,0.000,0.00,0.00,,643,,,,,,,
72,1,1,P3,ACUEDUCTO,19.79,5/10/04,10,30,0.000,21/10/04,15,31,,10.50,15.52,16.209,0.000,13/Oct,0.000,0.00,0.00,,699,,,,,,,
73,1,1,P3,ACUEDUCTO,19.79,21/10/04,15,31,0.000,22/11/04,11,10,,15.52,11.17,31.819,0.000,06/Nov,0.000,0.00,0.00,,599,,,,,,,
74,1,1,P3,ACUEDUCTO,19.79,22/11/04,11,10,0.000,6/12/04,9,40,,11.17,9.67,13.938,0.000,29/Nov,0.000,0.00,0.00,,626,,,,,,,
75,1,1,P3,ACUEDUCTO,19.79,6/12/04,9,40,0.000,23/12/04,10,35,,9.67,10.58,17.038,0.000,14/Dec,0.000,0.00,0.00,,645,,,,,,,
76,1,1,P3,ACUEDUCTO,19.79,23/12/04,10,35,0.000,4/01/05,9,40,,10.58,9.67,11.962,0.000,29/Dec,0.000,0.00,0.00,,651,,,,,,,
77,1,1,P3,ACUEDUCTO,19.79,4/01/05,9,40,0.000,18/01/05,10,55,,9.67,10.92,14.052,0.000,11/Jan,0.000,0.00,0.00,,672,,,,,,,
78,1,1,P3,ACUEDUCTO,19.79,18/01/05,10,55,0.000,2/02/05,,,,10.92,0.00,14.545,0.000,25/Jan,0.000,0.00,0.00,,729,,,,,,,
79,1,1,P3,ACUEDUCTO,19.79,2/02/05,0,0,0.000,15/02/05,,,,0.00,0.00,13.000,0.000,08/Feb,0.000,0.00,0.00,,779,,,,,,,
80,1,1,P3,ACUEDUCTO,19.79,15/02/05,0,0,0.000,1/03/05,10,15,,0.00,10.25,14.427,0.000,22/Feb,0.000,0.00,0.00,,832,,,,,,,
81,1,1,P3,ACUEDUCTO,19.79,1/03/05,10,15,0.000,15/03/05,9,45,,10.25,9.75,13.979,0.000,08/Mar,0.000,0.00,0.00,,844,,,,,,,
82,1,1,P3,ACUEDUCTO,19.79,15/03/05,9,45,0.000,4/04/05,10,55,,9.75,10.92,20.049,0.000,25/Mar,0.000,0.00,0.00,,655,,,,,,,
83,1,1,P3,ACUEDUCTO,19.79,4/04/05,10,55,0.000,18/04/05,10,0,,10.92,10.00,13.962,0.000,11/Apr,0.000,0.00,0.00,,660,,,,,,,
84,1,1,P3,ACUEDUCTO,19.79,18/04/05,10,0,0.000,3/05/05,9,10,,10.00,9.17,14.965,0.000,25/Apr,0.000,0.00,0.00,,704,,,,,,,
85,1,1,P3,ACUEDUCTO,19.79,3/05/05,9,10,0.000,18/05/05,9,20,,9.17,9.33,15.007,0.000,10/May,0.000,0.00,0.00,,618,,,,,,,
86,1,1,P3,ACUEDUCTO,19.79,18/05/05,9,20,0.000,1/06/05,15,53,,9.33,15.88,14.273,0.000,25/May,0.000,0.00,0.00,,656,,,,,,,
87,1,1,P3,ACUEDUCTO,19.79,1/06/05,15,53,0.000,14/06/05,10,10,,15.88,10.17,12.762,0.000,07/Jun,0.000,0.00,0.00,,665,,,,,,,
88,1,1,P3,ACUEDUCTO,19.79,14/06/05,10,10,0.000,12/07/05,10,20,,10.17,10.33,28.007,0.000,28/Jun,0.000,0.00,0.00,,660,,,,,,,
89,1,1,P3,ACUEDUCTO,19.79,12/07/05,10,20,0.000,26/07/05,10,10,,10.33,10.17,13.993,0.000,19/Jul,0.000,0.00,0.00,,607,,,,,,,
90,1,1,P3,ACUEDUCTO,19.79,26/07/05,10,10,0.000,9/08/05,10,5,,10.17,10.08,13.997,0.000,02/Aug,0.000,0.00,0.00,,655,,,,,,,
91,1,1,P3,ACUEDUCTO,19.79,9/08/05,10,5,0.000,23/08/05,15,23,,10.08,15.38,14.221,0.000,16/Aug,0.000,0.00,0.00,,655,,,,,,,
92,1,1,P3,ACUEDUCTO,19.79,23/08/05,15,23,0.000,5/09/05,10,5,,15.38,10.08,12.779,0.000,29/Aug,0.000,0.00,0.00,,673,,,,,,,
93,1,1,P3,ACUEDUCTO,19.79,5/09/05,10,5,0.000,21/09/05,15,23,,10.08,15.38,16.221,0.000,13/Sep,0.000,0.00,0.00,,637,,,,,,,
94,1,1,P3,ACUEDUCTO,19.79,21/09/05,15,23,0.000,3/10/05,10,35,,15.38,10.58,11.800,0.000,27/Sep,0.000,0.00,0.00,,670,,,,,,,
95,1,1,P3,ACUEDUCTO,19.79,3/10/05,10,35,0.000,25/10/05,15,55,,10.58,15.92,22.222,0.000,14/Oct,0.000,0.00,0.00,,583,,,,,,,
96,1,1,P3,ACUEDUCTO,19.79,25/10/05,15,55,0.000,10/11/05,7,25,,15.92,7.42,15.646,0.000,02/Nov,0.000,0.00,0.00,,546,,,,,,,
97,1,1,P3,ACUEDUCTO,19.79,10/11/05,7,25,0.000,21/11/05,16,3,,7.42,16.05,11.360,0.000,15/Nov,0.000,0.00,0.00,,534,,,,,,,
98,1,1,P3,ACUEDUCTO,19.79,21/11/05,16,3,0.000,5/12/05,13,37,,16.05,13.62,13.899,0.000,28/Nov,0.000,0.00,0.00,,581,,,,,,,
99,1,1,P3,ACUEDUCTO,19.79,5/12/05,13,37,0.000,19/12/05,9,25,,13.62,9.42,13.825,0.000,12/Dec,0.000,0.00,0.00,,576,,,,,,,
100,1,1,P3,ACUEDUCTO,19.79,19/12/05,9,25,0.000,5/01/06,10,0,,9.42,10.00,17.024,0.000,27/Dec,0.000,0.00,0.00,,577,,,,,,,
101,1,1,P3,ACUEDUCTO,19.79,5/01/06,10,0,0.000,19/01/06,9,5,,10.00,9.08,13.962,0.000,12/Jan,0.000,0.00,0.00,,583,,,,,,,
102,1,1,P3,ACUEDUCTO,19.79,19/01/06,9,5,0.000,6/02/06,10,0,,9.08,10.00,18.038,0.000,28/Jan,0.000,0.00,0.00,,609,,,,,,,
103,1,1,P3,ACUEDUCTO,19.79,6/02/06,10,0,0.000,22/02/06,15,36,,10.00,15.60,16.233,0.000,14/Feb,0.000,0.00,0.00,,592,,,,,,,
104,1,1,P3,ACUEDUCTO,19.79,22/02/06,15,36,0.000,7/03/06,16,5,,15.60,16.08,13.020,0.000,28/Feb,0.000,0.00,0.00,,606,,,,,,,
105,1,1,P3,ACUEDUCTO,19.79,7/03/06,16,5,0.000,21/03/06,8,50,,16.08,8.83,13.698,0.000,14/Mar,0.000,0.00,0.00,,616,,,,,,,
106,1,1,P3,ACUEDUCTO,19.79,21/03/06,8,50,0.000,8/04/06,8,15,,8.83,8.25,17.976,0.000,30/Mar,0.000,0.00,0.00,,552,,,,,,,
107,1,1,P3,ACUEDUCTO,19.79,8/04/06,8,15,0.000,19/04/06,7,30,,8.25,7.50,10.969,0.000,13/Apr,0.000,0.00,0.00,,637,,,,,,,
108,1,1,P3,ACUEDUCTO,19.79,19/04/06,7,30,0.000,3/05/06,7,15,,7.50,7.25,13.990,0.000,26/Apr,0.000,0.00,0.00,,660,,,,,,,
109,1,1,P3,ACUEDUCTO,19.79,3/05/06,7,15,0.000,17/05/06,7,30,,7.25,7.50,14.010,0.000,10/May,0.000,0.00,0.00,,651,,,,,,,
110,1,1,P3,ACUEDUCTO,19.79,17/05/06,7,30,0.000,18/07/06,6,55,,7.50,6.92,61.976,0.000,17/Jun,0.000,0.00,0.00,,667,,,,,,,
111,1,1,P3,ACUEDUCTO,19.79,18/07/06,6,55,0.000,2/08/06,7,10,2794.5800,6.92,7.17,15.010,2794.580,25/Jul,2.155,86.19,186.18,,857,,,,,,,
112,1,1,P3,ACUEDUCTO,19.79,2/08/06,7,10,2794.580,16/08/06,8,40,8738.6630,7.17,8.67,14.063,5944.083,09/Aug,4.892,195.69,422.69,,659,,,,,,,
113,1,1,P3,ACUEDUCTO,19.79,16/08/06,8,40,8738.663,6/09/06,14,40,17500.1140,8.67,14.67,21.250,8761.451,26/Aug,4.772,190.88,412.30,,683,,,,,,,
114,1,1,P3,ACUEDUCTO,19.79,6/09/06,14,40,17500.114,19/09/06,3,10,22555.2230,14.67,3.17,12.521,5055.109,12/Sep,4.673,186.91,403.74,,679,,,,,,,
115,1,1,P3,ACUEDUCTO,19.79,19/09/06,3,10,22555.223,2/10/06,9,55,26943.0100,3.17,9.92,13.281,4387.787,25/Sep,3.824,152.95,330.37,,678,,,,,,,
116,1,1,P3,ACUEDUCTO,19.79,2/10/06,9,55,26943.010,18/10/06,7,20,33283.0380,9.92,7.33,15.892,6340.028,10/Oct,4.617,184.69,398.94,,679,,,,,,,
117,1,1,P3,ACUEDUCTO,19.79,18/10/06,7,20,33283.038,7/11/06,7,25,39061.7210,7.33,7.42,20.003,5778.683,28/Oct,3.344,133.74,288.88,,,,,,,,,
118,1,1,P3,ACUEDUCTO,19.79,7/11/06,7,25,39061.721,30/11/06,8,16,39060.7120,7.42,8.27,23.035,-1.009,18/Nov,-0.001,-0.02,-0.04,,,,,,,,,
119,1,1,P3,ACUEDUCTO,19.79,30/11/06,8,16,39060.712,11/12/06,7,3,39060.7120,8.27,7.05,10.949,0.000,05/Dec,0.000,0.00,0.00,,,,,,,x,,
120,1,1,P3,ACUEDUCTO,19.79,11/12/06,7,3,39060.712,27/12/06,7,35,41905.3190,7.05,7.58,16.022,2844.607,19/Dec,2.055,82.20,177.54,,594,,,,,,,x
121,1,1,P3,ACUEDUCTO,19.79,27/12/06,7,35,41905.319,9/01/07,7,10,45284.9610,7.58,7.17,12.983,3379.642,02/Jan,3.013,120.52,260.32,,591,,,,,,,x
122,1,1,P3,ACUEDUCTO,19.79,9/01/07,7,10,45284.961,22/01/07,7,35,48639.0680,7.17,7.58,13.017,3354.107,15/Jan,2.982,119.29,257.66,,607,,,,,,,x
123,1,1,P3,ACUEDUCTO,19.79,22/01/07,7,35,48639.068,5/02/07,9,15,52311.4070,7.58,9.25,14.069,3672.339,29/Jan,3.021,120.84,261.02,,626,,,,,,,x
124,1,1,P3,ACUEDUCTO,19.79,5/02/07,9,15,52311.407,20/02/07,7,50,55998.8910,9.25,7.83,14.941,3687.484,12/Feb,2.857,114.26,246.80,,632,,,,,x,,
125,1,1,P3,ACUEDUCTO,19.79,20/02/07,7,50,55998.891,6/03/07,8,0,59095.6260,7.83,8.00,14.007,3096.735,27/Feb,2.559,102.35,221.09,,638,,,,,,,x
126,1,1,P3,ACUEDUCTO,19.79,6/03/07,8,0,59095.626,22/03/07,7,35,62354.2950,8.00,7.58,15.983,3258.669,14/Mar,2.360,94.39,203.89,,640,,,,,,,x
127,1,1,P3,ACUEDUCTO,19.79,22/03/07,7,35,62354.295,9/04/07,9,50,65935.2950,7.58,9.83,18.094,3581.000,31/Mar,2.291,91.63,197.91,,642,,,,,,,x
128,1,1,P3,ACUEDUCTO,19.79,9/04/07,9,50,65935.295,23/04/07,9,20,68906.6270,9.83,9.33,13.979,2971.332,16/Apr,2.460,98.40,212.55,,642,,,,,,,x
129,1,1,P3,ACUEDUCTO,19.79,23/04/07,9,20,68906.627,7/05/07,9,0,71802.7830,9.33,9.00,13.986,2896.156,30/Apr,2.397,95.87,207.07,,650,,,,,,,x
130,1,1,P3,ACUEDUCTO,19.79,7/05/07,9,0,71802.783,23/05/07,9,5,74710.1180,9.00,9.08,16.003,2907.335,15/May,2.103,84.11,181.67,,677,,,,,X,,
131,1,1,P3,ACUEDUCTO,19.79,23/05/07,9,5,74710.118,6/06/07,9,35,77192.2340,9.08,9.58,14.021,2482.116,30/May,2.049,81.96,177.03,,700,,,,,,,X
132,1,1,P3,ACUEDUCTO,19.79,6/06/07,9,35,77192.234,19/06/07,10,20,79922.9620,9.58,10.33,13.031,2730.728,12/Jun,2.425,97.01,209.55,,706,,,,,,,X
133,1,1,P3,ACUEDUCTO,19.79,19/06/07,10,20,79922.962,3/07/07,9,20,82566.7960,10.33,9.33,13.958,2643.834,26/Jun,2.192,87.69,189.41,,697,,,,,,,X
134,1,1,P3,ACUEDUCTO,19.79,3/07/07,9,20,82566.796,17/07/07,11,58,85525.7780,9.33,11.97,14.110,2958.982,10/Jul,2.427,97.09,209.71,,707,,,,,,,X
135,1,1,P3,ACUEDUCTO,19.79,17/07/07,11,58,85525.778,6/08/07,9,35,89376.0800,11.97,9.58,19.901,3850.302,27/Jul,2.239,89.57,193.48,,721,,,,,,,X
136,1,1,P3,ACUEDUCTO,19.79,6/08/07,9,35,89376.080,21/08/07,10,5,92514.4800,9.58,10.08,15.021,3138.400,13/Aug,2.418,96.73,208.94,,684,,,,,,,X
137,1,1,P3,ACUEDUCTO,19.79,21/08/07,10,5,92514.480,4/09/07,9,30,95396.0040,10.08,9.50,13.976,2881.524,28/Aug,2.386,95.45,206.18,,709,,,,,,,X
138,1,1,P3,ACUEDUCTO,19.79,4/09/07,9,30,95396.004,17/09/07,9,30,97923.0390,9.50,9.50,13.000,2527.035,10/Sep,2.250,89.99,194.39,,718,,,,,,,X
139,1,1,P3,ACUEDUCTO,19.79,17/09/07,9,30,97923.039,1/10/07,11,0,100537.7810,9.50,11.00,14.063,2614.742,24/Sep,2.152,86.08,185.94,,677,,,,,,,X
140,1,1,P3,ACUEDUCTO,19.79,1/10/07,11,0,100537.781,17/10/07,6,30,103816.4050,11.00,6.50,15.813,3278.624,09/Oct,2.400,95.99,207.34,,712,,,,,,,X
141,1,1,P3,ACUEDUCTO,19.79,17/10/07,6,30,103816.405,8/11/07,10,0,108418.2050,6.50,10.00,22.146,4601.800,28/Oct,2.405,96.20,207.80,,645,,,,,,,X
142,1,1,P3,ACUEDUCTO,19.79,8/11/07,10,0,108418.205,19/11/07,7,0,110795.1360,10.00,7.00,10.875,2376.931,13/Nov,2.530,101.19,218.57,,592,,,,,,,X
143,1,1,P3,ACUEDUCTO,19.79,19/11/07,7,0,110795.136,5/12/07,7,25,114251.0750,7.00,7.42,16.017,3455.939,27/Nov,2.497,99.89,215.76,,569,,,,,,,X
144,1,1,P3,ACUEDUCTO,19.79,5/12/07,7,25,114251.075,17/12/07,9,14,116866.3200,7.42,9.23,12.076,2615.245,11/Dec,2.507,100.26,216.57,,854,,,,,,,X
145,1,1,P3,ACUEDUCTO,19.79,17/12/07,9,14,116866.320,16/01/08,8,41,123327.8890,9.23,8.68,29.977,6461.569,01/Jan,2.495,99.79,215.55,,639,,,,,,,X
146,1,1,P3,ACUEDUCTO,19.79,16/01/08,8,41,123327.889,2/02/08,8,6,126968.9012,8.68,8.10,16.976,3641.012,24/Jan,2.482,99.30,214.48,,642,,,,,,,X
147,1,1,P3,ACUEDUCTO,19.79,2/02/08,8,6,126968.901,16/02/08,9,28,129937.3900,8.10,9.47,14.057,2968.489,09/Feb,2.444,97.77,211.18,,642,,,,,,,X
